	genome_id	query_name	cazyme_fam_secstat	e-value
81219	SRS383480_2	SRS383480_2_k119_7593_72	GH4_secFalse	9.699999999999998e-78
81220	SRS383480_2	SRS383480_2_k119_7624_25	GH37_secFalse	1.9999999999999997e-189
81221	SRS383480_2	SRS383480_2_k119_7624_30	GH23_secFalse	4.8e-18
81223	SRS383480_2	SRS383480_2_k119_922_101	CE11_secFalse	2.999999999999999e-121
81224	SRS383480_2	SRS383480_2_k119_922_107	GT28_secFalse	1.7e-49
81225	SRS383480_2	SRS383480_2_k119_922_16	GH19_secFalse	3.599999999999999e-75
81226	SRS383480_2	SRS383480_2_k119_922_16	CBM73_secFalse	4.6999999999999995e-21
81227	SRS383480_2	SRS383480_2_k119_922_20	GT19_secFalse	7.399999999999998e-141
81228	SRS383480_2	SRS383480_2_k119_922_52	GT51_secFalse	2.3999999999999996e-55
81229	SRS383480_2	SRS383480_2_k119_922_63	CE4_secFalse	8.100000000000001e-29
81230	SRS383480_2	SRS383480_2_k119_922_70	AA1_secTrue	3.1999999999999997e-31
81231	SRS383480_2	SRS383480_2_k119_922_87	GH43_26_secFalse	3.6999999999999995e-123
81232	SRS414210_5	SRS414210_5_k119_1247_8	GH23_secFalse	3.1e-23
81233	SRS414210_5	SRS414210_5_k119_1303_144	GH1_secFalse	7.099999999999998e-145
81235	SRS414210_5	SRS414210_5_k119_1303_15	GT26_secFalse	6.599999999999999e-63
81236	SRS414210_5	SRS414210_5_k119_1303_166	GH5_25_secTrue	3.8e-20
81237	SRS414210_5	SRS414210_5_k119_1303_172	GH4_secFalse	1.9999999999999997e-70
81238	SRS414210_5	SRS414210_5_k119_1303_17	GT56_secFalse	1.3999999999999998e-173
81240	SRS414210_5	SRS414210_5_k119_1303_40	GT4_secFalse	2.2e-35
81241	SRS414210_5	SRS414210_5_k119_1303_45	GT9_secFalse	2e-56
81242	SRS414210_5	SRS414210_5_k119_1303_46	GT9_secFalse	3.4999999999999993e-39
81243	SRS414210_5	SRS414210_5_k119_1303_47	GT9_secFalse	4.8e-26
81244	SRS414210_5	SRS414210_5_k119_1303_48	GT2_Glycos_transf_2_secFalse	2.2e-26
81245	SRS414210_5	SRS414210_5_k119_1303_51	GT9_secFalse	1.7e-58
81246	SRS414210_5	SRS414210_5_k119_1303_52	GT4_secFalse	6.7e-30
81247	SRS414210_5	SRS414210_5_k119_1303_53	GT4_secFalse	2.2e-24
81248	SRS414210_5	SRS414210_5_k119_1303_54	GT2_Glycos_transf_2_secFalse	2.0999999999999998e-27
81249	SRS414210_5	SRS414210_5_k119_1303_55	GT30_secFalse	1.0999999999999999e-75
81250	SRS414210_5	SRS414210_5_k119_1303_56	GT2_Glycos_transf_2_secFalse	1.3000000000000002e-18
81251	SRS414210_5	SRS414210_5_k119_1303_86	GH31_secFalse	3.299999999999999e-131
81252	SRS414210_5	SRS414210_5_k119_1355_4	GH2_secFalse	5.899999999999998e-224
81253	SRS414210_5	SRS414210_5_k119_1453_111	GH73_secFalse	9e-38
81255	SRS414210_5	SRS414210_5_k119_1555_27	GH3_secFalse	6.4e-64
81256	SRS414210_5	SRS414210_5_k119_1555_64	GH4_secFalse	4.2999999999999995e-77
81257	SRS414210_5	SRS414210_5_k119_1555_96	GH18_secTrue	1.1999999999999998e-74
81258	SRS414210_5	SRS414210_5_k119_1675_28	GH19_secTrue	2.5999999999999997e-77
81259	SRS414210_5	SRS414210_5_k119_1675_28	CBM73_secTrue	6.9e-24
81260	SRS414210_5	SRS414210_5_k119_1675_29	GH23_secFalse	2.2e-24
81263	SRS414210_5	SRS414210_5_k119_1675_30	GH18_secFalse	5.299999999999999e-75
81264	SRS414210_5	SRS414210_5_k119_169_130	GT51_secFalse	5.099999999999999e-56
81266	SRS414210_5	SRS414210_5_k119_169_64	CE9_secFalse	6.299999999999998e-127
81267	SRS414210_5	SRS414210_5_k119_1944_4	GT17_secFalse	1.4999999999999997e-80
81268	SRS414210_5	SRS414210_5_k119_1944_85	GH109_secFalse	2.3e-19
81269	SRS414210_5	SRS414210_5_k119_2178_102	CE11_secFalse	1.6999999999999998e-121
81270	SRS414210_5	SRS414210_5_k119_2178_108	GT28_secFalse	5.8999999999999996e-49
81271	SRS414210_5	SRS414210_5_k119_2178_13	GT19_secFalse	1.0999999999999997e-140
81272	SRS414210_5	SRS414210_5_k119_2178_190	GH23_secFalse	2.2e-31
81273	SRS414210_5	SRS414210_5_k119_2178_279	GH5_13_secFalse	1.1e-115
81274	SRS414210_5	SRS414210_5_k119_2178_304	CBM91_secFalse	2.3e-58
81275	SRS414210_5	SRS414210_5_k119_2178_304	GH43_11_secFalse	6.3999999999999984e-139
81276	SRS414210_5	SRS414210_5_k119_2178_317	CBM73_secTrue	2.7e-17
81277	SRS414210_5	SRS414210_5_k119_2178_317	AA10_secTrue	5.9e-59
81278	SRS414210_5	SRS414210_5_k119_2178_318	GH20_secTrue	8.399999999999997e-119
81279	SRS414210_5	SRS414210_5_k119_2178_322	GH13_29_secFalse	5.299999999999999e-185
81280	SRS414210_5	SRS414210_5_k119_2178_326	GH38_secFalse	2.0999999999999996e-65
81281	SRS414210_5	SRS414210_5_k119_2178_357	GH109_secFalse	1.2e-18
81282	SRS414210_5	SRS414210_5_k119_2178_358	GH109_secFalse	1e-23
81283	SRS414210_5	SRS414210_5_k119_2178_360	GH109_secFalse	6.8e-20
81285	SRS414210_5	SRS414210_5_k119_2178_48	GT51_secFalse	1.4000000000000001e-55
81286	SRS414210_5	SRS414210_5_k119_2178_66	CE4_secFalse	2.9e-28
81287	SRS414210_5	SRS414210_5_k119_2178_73	AA1_secFalse	9.7e-30
81288	SRS414210_5	SRS414210_5_k119_2178_88	GH43_26_secFalse	1.7999999999999996e-127
81289	SRS414210_5	SRS414210_5_k119_2392_2	GH103_secFalse	1.4999999999999998e-94
81290	SRS414210_5	SRS414210_5_k119_2413_21	GT2_Glyco_tranf_2_3_secFalse	1.1e-37
81291	SRS414210_5	SRS414210_5_k119_2413_22	GH153_secFalse	1.9999999999999996e-67
81292	SRS414210_5	SRS414210_5_k119_2413_22	CE4_secFalse	6.4e-26
81293	SRS414210_5	SRS414210_5_k119_2413_22	GH153_secFalse	7.7e-87
81294	SRS414210_5	SRS414210_5_k119_2414_9	CE19_secTrue	4.9e-17
81296	SRS414210_5	SRS414210_5_k119_2835_17	GH88_secFalse	2.799999999999999e-130
81297	SRS414210_5	SRS414210_5_k119_2835_19	GH154_secFalse	1.7999999999999994e-120
81298	SRS414210_5	SRS414210_5_k119_2835_8	AA1_secTrue	1e-16
81299	SRS414210_5	SRS414210_5_k119_2961_10	GH8_secFalse	5.799999999999998e-102
81300	SRS414210_5	SRS414210_5_k119_2961_106	CBM48_secFalse	1.7e-21
81302	SRS414210_5	SRS414210_5_k119_2961_106	GH13_9_secFalse	8.999999999999999e-157
81303	SRS414210_5	SRS414210_5_k119_2961_107	CBM48_secFalse	1.7e-16
81304	SRS414210_5	SRS414210_5_k119_2961_107	GH13_11_secFalse	4.999999999999999e-153
81305	SRS414210_5	SRS414210_5_k119_2961_109	GT5_secFalse	3.5999999999999986e-163
81306	SRS414210_5	SRS414210_5_k119_2961_110	GT35_secFalse	4.999999999999997e-283
81307	SRS414210_5	SRS414210_5_k119_2961_116	GT35_secFalse	7.999999999999996e-261
81308	SRS414210_5	SRS414210_5_k119_2961_117	GH77_secFalse	8.599999999999996e-163
81309	SRS414210_5	SRS414210_5_k119_2961_136	GT51_secFalse	7.799999999999999e-70
81310	SRS414210_5	SRS414210_5_k119_2961_23	GH24_secFalse	8.400000000000001e-22
81311	SRS414210_5	SRS414210_5_k119_2961_26	GH37_secFalse	6.499999999999997e-180
81312	SRS414210_5	SRS414210_5_k119_2961_42	GT2_Glycos_transf_2_secFalse	2.7999999999999995e-34
81314	SRS414210_5	SRS414210_5_k119_2961_45	GT83_secFalse	2.999999999999999e-153
81315	SRS414210_5	SRS414210_5_k119_2961_57	GT2_Glycos_transf_2_secFalse	3.8000000000000005e-21
81316	SRS414210_5	SRS414210_5_k119_2961_8	GT2_Glycos_transf_2_secFalse	2.9999999999999995e-36
81319	SRS414210_5	SRS414210_5_k119_3167_32	GH37_secTrue	1.2999999999999999e-188
81320	SRS414210_5	SRS414210_5_k119_3167_35	GH23_secFalse	6.4e-17
81321	SRS414210_5	SRS414210_5_k119_3230_112	GH13_18_secFalse	1.0999999999999998e-151
81322	SRS414210_5	SRS414210_5_k119_3230_118	GH109_secFalse	1.2e-18
81323	SRS414210_5	SRS414210_5_k119_3230_119	GH65_secFalse	5.299999999999999e-135
81324	SRS414210_5	SRS414210_5_k119_3230_232	GH32_secFalse	1.9999999999999994e-96
81326	SRS414210_5	SRS414210_5_k119_3230_249	GH13_10_secFalse	5.199999999999999e-127
81327	SRS414210_5	SRS414210_5_k119_3230_250	GH13_26_secFalse	1.5999999999999998e-118
81328	SRS414210_5	SRS414210_5_k119_3230_251	GH13_11_secFalse	1.1999999999999994e-163
81329	SRS414210_5	SRS414210_5_k119_3230_251	CBM48_secFalse	4.3e-19
81330	SRS414210_5	SRS414210_5_k119_3230_266	GH28_secFalse	1.1999999999999997e-73
81333	SRS414210_5	SRS414210_5_k119_3338_136	GH13_16_secFalse	4.499999999999999e-145
81334	SRS414210_5	SRS414210_5_k119_3338_150	PL22_secFalse	1.5e-31
81335	SRS414210_5	SRS414210_5_k119_3338_150	PL22_secFalse	6.099999999999999e-80
81336	SRS414210_5	SRS414210_5_k119_3338_165	GH1_secFalse	1.8999999999999998e-118
81337	SRS414210_5	SRS414210_5_k119_3338_19	GH23_secFalse	4.4e-21
81339	SRS414210_5	SRS414210_5_k119_3338_89	GH1_secFalse	4.499999999999999e-152
81340	SRS414210_5	SRS414210_5_k119_3412_123	GH2_secFalse	1.9999999999999993e-225
81343	SRS414210_5	SRS414210_5_k119_3412_194	GH109_secFalse	8.7e-24
81344	SRS414210_5	SRS414210_5_k119_3412_207	CE1_secFalse	4.5e-28
81345	SRS414210_5	SRS414210_5_k119_3412_231	AA3_2_secFalse	5.999999999999998e-165
81346	SRS414210_5	SRS414210_5_k119_3412_245	CE1_secFalse	3.1999999999999998e-21
81347	SRS414210_5	SRS414210_5_k119_3412_49	CBM34_secFalse	3e-22
81348	SRS414210_5	SRS414210_5_k119_3412_49	GH13_21_secFalse	5.199999999999999e-143
81349	SRS414210_5	SRS414210_5_k119_3412_75	GH4_secFalse	1.0999999999999998e-71
81351	SRS414210_5	SRS414210_5_k119_3589_108	AA6_secFalse	3.8999999999999996e-83
81354	SRS414210_5	SRS414210_5_k119_3589_147	GT2_Glycos_transf_2_secFalse	2.9999999999999996e-24
81356	SRS414210_5	SRS414210_5_k119_3589_177	GH73_secFalse	1.8999999999999998e-34
81357	SRS414210_5	SRS414210_5_k119_3589_53	GH19_secFalse	3.6999999999999995e-33
81358	SRS414210_5	SRS414210_5_k119_3613_1	GH13_19_secTrue	9.299999999999997e-169
81359	SRS414210_5	SRS414210_5_k119_3613_2	GH73_secTrue	1.2e-22
81362	SRS414210_5	SRS414210_5_k119_3779_125	GH38_secFalse	7.599999999999998e-77
81365	SRS414210_5	SRS414210_5_k119_3779_165	CE9_secFalse	1.2999999999999997e-121
81366	SRS414210_5	SRS414210_5_k119_3779_24	GH31_secFalse	3.1999999999999995e-131
81367	SRS414210_5	SRS414210_5_k119_3779_29	GH1_secFalse	1.1999999999999996e-132
81368	SRS414210_5	SRS414210_5_k119_3779_33	GT1_secFalse	8e-33
81369	SRS414210_5	SRS414210_5_k119_3779_35	CE1_secFalse	1.5999999999999999e-21
81371	SRS414210_5	SRS414210_5_k119_3779_94	CE8_secFalse	6.099999999999999e-56
81372	SRS414210_5	SRS414210_5_k119_446_33	GH105_secFalse	1.9e-117
81374	SRS414210_5	SRS414210_5_k119_446_8	GT20_secFalse	3.2999999999999993e-165
81375	SRS414210_5	SRS414210_5_k119_4598_17	GH31_secFalse	2.899999999999999e-100
81378	SRS414210_5	SRS414210_5_k119_4809_47	GH19_secFalse	1.4999999999999999e-33
81379	SRS414210_5	SRS414210_5_k119_4809_88	GH13_5_secFalse	7.499999999999999e-155
81380	SRS414210_5	SRS414210_5_k119_4982_4	CE1_secFalse	1.1e-52
81381	SRS414210_5	SRS414210_5_k119_4990_174	CE1_secFalse	1.9e-51
81382	SRS414210_5	SRS414210_5_k119_4990_195	GH3_secTrue	1.5999999999999998e-65
81384	SRS414210_5	SRS414210_5_k119_5141_110	GH109_secFalse	9.9e-20
81385	SRS414210_5	SRS414210_5_k119_5141_73	GT2_Glycos_transf_2_secFalse	1.7000000000000001e-29
81386	SRS414210_5	SRS414210_5_k119_5141_8	CE19_secFalse	6.900000000000001e-16
81387	SRS414210_5	SRS414210_5_k119_541_27	AA1_secTrue	2.6999999999999997e-71
81389	SRS414210_5	SRS414210_5_k119_692_51	GH3_secFalse	3.9999999999999995e-54
81390	SRS414210_5	SRS414210_5_k119_692_9	GH31_secFalse	6.099999999999997e-138
81393	SRS414210_5	SRS414210_5_k119_767_97	GH36_secFalse	5.299999999999996e-237
81394	SRS414210_5	SRS414210_5_k119_863_21	GH4_secFalse	5.899999999999999e-65
81395	SRS414210_5	SRS414210_5_k119_863_24	GT51_secFalse	3.6e-52
81396	SRS414210_5	SRS414210_5_k119_863_62	GH1_secFalse	5.9999999999999974e-152
81398	SRS414210_5	SRS414210_5_k119_863_89	GH63_secTrue	3.2999999999999985e-257
81399	SRS414210_5	SRS414210_5_k119_863_93	GH2_secFalse	8.199999999999997e-211
81401	SRS414210_5	SRS414210_5_k119_883_63	GH127_secFalse	1.799999999999999e-235
81403	SRS414210_5	SRS414210_5_k119_90_22	GT2_Glycos_transf_2_secFalse	1.6e-32
81404	SRS414210_5	SRS414210_5_k119_90_35	GT4_secFalse	8.5e-35
81406	SRS414210_5	SRS414210_5_k119_90_46	GT2_Glycos_transf_2_secFalse	2.2000000000000002e-18
81408	SRS414210_5	SRS414210_5_k119_90_50	GT2_Glycos_transf_2_secFalse	1.1e-28
81410	SRS414210_5	SRS414210_5_k119_993_35	GH23_secFalse	5.0000000000000005e-22
81412	SRS414238_4	SRS414238_4_k119_1107_2	GH8_secTrue	2.6999999999999995e-83
81413	SRS414238_4	SRS414238_4_k119_1107_44	GH73_secFalse	1.6999999999999997e-23
81414	SRS414238_4	SRS414238_4_k119_1107_45	GH13_19_secTrue	6.0999999999999985e-170
81415	SRS414238_4	SRS414238_4_k119_1107_6	GT2_Glycos_transf_2_secFalse	2.1e-34
81417	SRS414238_4	SRS414238_4_k119_1107_75	GT9_secFalse	1.1e-55
81418	SRS414238_4	SRS414238_4_k119_1107_76	GT9_secFalse	1.6e-40
81419	SRS414238_4	SRS414238_4_k119_1107_77	GT73_secFalse	1.5999999999999997e-86
81420	SRS414238_4	SRS414238_4_k119_1107_79	GT9_secFalse	1.6000000000000002e-23
81421	SRS414238_4	SRS414238_4_k119_1107_81	GT9_secFalse	1.4e-59
81422	SRS414238_4	SRS414238_4_k119_1107_82	GT4_secFalse	3.5999999999999996e-31
81423	SRS414238_4	SRS414238_4_k119_1107_83	GT4_secFalse	1.4e-28
81424	SRS414238_4	SRS414238_4_k119_1107_84	GT2_Glycos_transf_2_secFalse	5.7e-26
81425	SRS414238_4	SRS414238_4_k119_1107_85	GT30_secFalse	1.2999999999999996e-75
81426	SRS414238_4	SRS414238_4_k119_1107_86	GT2_Glycos_transf_2_secFalse	5.899999999999999e-19
81427	SRS414238_4	SRS414238_4_k119_1131_103	GT51_secFalse	5.3999999999999994e-52
81428	SRS414238_4	SRS414238_4_k119_1131_138	GH23_secFalse	4.700000000000001e-24
81430	SRS414238_4	SRS414238_4_k119_1131_63	GH1_secFalse	9.999999999999998e-152
81431	SRS414238_4	SRS414238_4_k119_125_60	GH3_secFalse	1.6999999999999997e-63
81432	SRS414238_4	SRS414238_4_k119_125_64	GH37_secFalse	1.2999999999999999e-188
81433	SRS414238_4	SRS414238_4_k119_125_65	GH23_secFalse	4.8e-18
81435	SRS414238_4	SRS414238_4_k119_1655_102	AA1_secTrue	5.299999999999999e-32
81436	SRS414238_4	SRS414238_4_k119_1655_110	CE4_secFalse	3.2000000000000003e-28
81437	SRS414238_4	SRS414238_4_k119_1655_65	GT28_secFalse	1.8999999999999997e-48
81438	SRS414238_4	SRS414238_4_k119_1655_71	CE11_secFalse	3.6e-122
81439	SRS414238_4	SRS414238_4_k119_1655_85	GH43_26_secFalse	2.4999999999999993e-125
81440	SRS414238_4	SRS414238_4_k119_1668_4	CE9_secFalse	4.199999999999998e-121
81443	SRS414238_4	SRS414238_4_k119_1832_26	AA3_2_secFalse	9.499999999999996e-162
81444	SRS414238_4	SRS414238_4_k119_1832_8	CE1_secFalse	6.6e-18
81445	SRS414238_4	SRS414238_4_k119_1833_17	GH13_21_secFalse	3.899999999999999e-141
81446	SRS414238_4	SRS414238_4_k119_1833_17	CBM34_secFalse	6e-16
81447	SRS414238_4	SRS414238_4_k119_1833_65	GH28_secTrue	5.499999999999999e-86
81449	SRS414238_4	SRS414238_4_k119_2118_2	GT26_secFalse	4.799999999999999e-63
81450	SRS414238_4	SRS414238_4_k119_2118_4	GT56_secFalse	1.0999999999999998e-167
81451	SRS414238_4	SRS414238_4_k119_2163_109	CE8_secFalse	9.9e-59
81452	SRS414238_4	SRS414238_4_k119_2163_141	GH78_secFalse	1.1999999999999996e-75
81455	SRS414238_4	SRS414238_4_k119_2163_220	GH109_secFalse	3.7e-20
81458	SRS414238_4	SRS414238_4_k119_2163_240	GH13_10_secFalse	8.099999999999998e-128
81459	SRS414238_4	SRS414238_4_k119_2163_241	GH13_26_secFalse	4.7999999999999985e-120
81460	SRS414238_4	SRS414238_4_k119_2163_242	GH13_11_secFalse	9.999999999999998e-166
81461	SRS414238_4	SRS414238_4_k119_2163_242	CBM48_secFalse	2.7000000000000003e-18
81469	SRS414238_4	SRS414238_4_k119_2337_16	GT51_secFalse	2e-56
81470	SRS414238_4	SRS414238_4_k119_2506_101	GH1_secFalse	1.0999999999999997e-130
81471	SRS414238_4	SRS414238_4_k119_2506_96	GH31_secFalse	8.999999999999997e-130
81474	SRS414238_4	SRS414238_4_k119_2508_119	GH3_secTrue	4.299999999999999e-64
81475	SRS414238_4	SRS414238_4_k119_2508_127	GH1_secFalse	1.2999999999999994e-147
81476	SRS414238_4	SRS414238_4_k119_2508_147	CE1_secFalse	5.2999999999999996e-52
81477	SRS414238_4	SRS414238_4_k119_2508_17	GT4_secFalse	5.5e-29
81478	SRS414238_4	SRS414238_4_k119_2508_18	GT4_secFalse	1.6999999999999996e-39
81479	SRS414238_4	SRS414238_4_k119_2508_19	GT4_secFalse	2.2e-28
81480	SRS414238_4	SRS414238_4_k119_2508_19	GT4_secFalse	2.9e-18
81484	SRS414238_4	SRS414238_4_k119_2509_85	GH127_secFalse	7.499999999999995e-231
81486	SRS414238_4	SRS414238_4_k119_2654_9	CE19_secTrue	1.8999999999999998e-32
81487	SRS414238_4	SRS414238_4_k119_2655_14	CE8_secFalse	3.399999999999999e-55
81488	SRS414238_4	SRS414238_4_k119_2772_59	GH3_secFalse	3.0999999999999993e-63
81489	SRS414238_4	SRS414238_4_k119_2772_86	GH4_secFalse	1.1999999999999998e-77
81490	SRS414238_4	SRS414238_4_k119_3111_28	GH19_secFalse	6.0999999999999995e-33
81491	SRS414238_4	SRS414238_4_k119_3123_4	GT35_secFalse	5.599999999999998e-281
81492	SRS414238_4	SRS414238_4_k119_3123_5	GT5_secFalse	1.1999999999999996e-158
81494	SRS414238_4	SRS414238_4_k119_3123_7	GH13_9_secFalse	1.7999999999999997e-157
81495	SRS414238_4	SRS414238_4_k119_3123_7	CBM48_secFalse	7.400000000000001e-22
81496	SRS414238_4	SRS414238_4_k119_3124_28	GH109_secFalse	7.4e-20
81497	SRS414238_4	SRS414238_4_k119_3124_5	GH108_secFalse	2.9999999999999996e-28
81501	SRS414238_4	SRS414238_4_k119_3857_28	GT2_Glycos_transf_2_secFalse	5.4e-17
81502	SRS414238_4	SRS414238_4_k119_3857_29	GT4_secFalse	3.5e-32
81503	SRS414238_4	SRS414238_4_k119_3857_30	GT4_secFalse	8.8e-26
81505	SRS414238_4	SRS414238_4_k119_3857_59	GH23_secFalse	1.5e-22
81507	SRS414238_4	SRS414238_4_k119_3865_8	GH23_secTrue	9.7e-18
81508	SRS414238_4	SRS414238_4_k119_3934_22	GH4_secFalse	1.8999999999999994e-68
81509	SRS414238_4	SRS414238_4_k119_3934_8	GH109_secFalse	1.1e-21
81510	SRS414238_4	SRS414238_4_k119_4140_3	GH2_secFalse	3.299999999999999e-221
81511	SRS414238_4	SRS414238_4_k119_4671_21	GH1_secFalse	3.399999999999999e-150
81513	SRS414238_4	SRS414238_4_k119_4725_21	GH24_secFalse	1.5e-23
81514	SRS414238_4	SRS414238_4_k119_4725_23	GH37_secFalse	1.6999999999999993e-180
81515	SRS414238_4	SRS414238_4_k119_4725_7	GT2_Glycos_transf_2_secFalse	1.6e-35
81517	SRS414238_4	SRS414238_4_k119_4725_9	GH8_secFalse	4.499999999999999e-99
81521	SRS414238_4	SRS414238_4_k119_4775_54	GH4_secFalse	2.5e-66
81522	SRS414238_4	SRS414238_4_k119_4775_56	GH13_29_secFalse	2.5999999999999995e-186
81523	SRS414238_4	SRS414238_4_k119_4775_61	CBM73_secTrue	2.5e-17
81524	SRS414238_4	SRS414238_4_k119_4775_61	AA10_secTrue	4.7e-58
81526	SRS414238_4	SRS414238_4_k119_4775_87	GH109_secFalse	1.1000000000000001e-20
81530	SRS414238_4	SRS414238_4_k119_516_141	PL17_1_secFalse	1.7999999999999996e-72
81531	SRS414238_4	SRS414238_4_k119_516_142	PL38_secTrue	9.999999999999997e-116
81532	SRS414238_4	SRS414238_4_k119_516_147	PL38_secFalse	3.399999999999999e-105
81534	SRS414238_4	SRS414238_4_k119_516_44	GH13_5_secFalse	2.899999999999999e-155
81535	SRS414238_4	SRS414238_4_k119_516_69	GT20_secFalse	1.5999999999999997e-169
81536	SRS414238_4	SRS414238_4_k119_516_72	GH105_secFalse	2.1999999999999998e-116
81539	SRS414238_4	SRS414238_4_k119_5565_5	AA1_secTrue	2.6999999999999997e-71
81543	SRS414238_4	SRS414238_4_k119_5671_202	GH42_secFalse	1.6999999999999995e-163
81544	SRS414238_4	SRS414238_4_k119_5671_203	GH53_secFalse	6.9999999999999975e-149
81545	SRS414238_4	SRS414238_4_k119_5671_258	GH109_secFalse	5.4e-17
81546	SRS414238_4	SRS414238_4_k119_5671_37	GH109_secFalse	1e-23
81547	SRS414238_4	SRS414238_4_k119_5671_56	GH32_secFalse	1.8999999999999998e-97
81548	SRS414238_4	SRS414238_4_k119_5671_59	GH1_secFalse	4.199999999999999e-147
81549	SRS414238_4	SRS414238_4_k119_5671_6	CE1_secTrue	5.499999999999999e-26
81551	SRS414238_4	SRS414238_4_k119_5671_74	GH109_secFalse	6.8e-20
81552	SRS414238_4	SRS414238_4_k119_5671_87	GH28_secFalse	4e-55
81558	SRS414238_4	SRS414238_4_k119_5711_16	GH2_secFalse	8.199999999999998e-221
81559	SRS414238_4	SRS414238_4_k119_5711_46	GH33_secFalse	4.7e-23
81561	SRS414238_4	SRS414238_4_k119_587_40	GH36_secFalse	6.099999999999998e-243
81562	SRS414238_4	SRS414238_4_k119_587_46	GH91_secFalse	9.899999999999997e-195
81563	SRS414238_4	SRS414238_4_k119_5928_4	GT2_Glycos_transf_2_secFalse	2e-34
81564	SRS414238_4	SRS414238_4_k119_5928_53	CBM48_secFalse	1.5e-21
81565	SRS414238_4	SRS414238_4_k119_5928_53	GH13_9_secFalse	2.2999999999999992e-156
81567	SRS414238_4	SRS414238_4_k119_5928_54	GH13_11_secFalse	1.3999999999999995e-152
81568	SRS414238_4	SRS414238_4_k119_5928_54	CBM48_secFalse	3.3e-17
81569	SRS414238_4	SRS414238_4_k119_5928_56	GT5_secFalse	1.7999999999999996e-162
81570	SRS414238_4	SRS414238_4_k119_5928_57	GT35_secFalse	1.999999999999999e-284
81572	SRS414238_4	SRS414238_4_k119_5928_66	GT35_secFalse	2.4999999999999986e-263
81573	SRS414238_4	SRS414238_4_k119_5928_67	GH77_secFalse	1.6999999999999995e-162
81574	SRS414238_4	SRS414238_4_k119_5928_74	GT51_secFalse	4.099999999999999e-70
81575	SRS414238_4	SRS414238_4_k119_5928_7	GT83_secFalse	5.9999999999999974e-152
81576	SRS414238_4	SRS414238_4_k119_6052_108	GH1_secFalse	5.3e-121
81577	SRS414238_4	SRS414238_4_k119_6052_119	PL22_secFalse	2e-58
81578	SRS414238_4	SRS414238_4_k119_6052_119	PL22_1_secFalse	5.799999999999999e-29
81579	SRS414238_4	SRS414238_4_k119_6052_121	GH32_secFalse	9.899999999999998e-109
81580	SRS414238_4	SRS414238_4_k119_6052_126	PL22_secFalse	4.499999999999999e-83
81581	SRS414238_4	SRS414238_4_k119_6052_126	PL22_secFalse	7.199999999999999e-31
81582	SRS414238_4	SRS414238_4_k119_6052_39	GH102_secFalse	9.599999999999999e-42
81583	SRS414238_4	SRS414238_4_k119_6117_50	GH31_secFalse	9.599999999999998e-130
81584	SRS414238_4	SRS414238_4_k119_6117_52	GH4_secFalse	6.7e-48
81585	SRS414238_4	SRS414238_4_k119_6139_121	GT2_Glycos_transf_2_secFalse	1.1e-24
81589	SRS414238_4	SRS414238_4_k119_6139_5	GT4_secFalse	1.5e-30
81590	SRS414238_4	SRS414238_4_k119_6139_60	PL2_1_secTrue	0.0
81591	SRS414238_4	SRS414238_4_k119_6139_88	AA6_secFalse	6.6e-85
81592	SRS414238_4	SRS414238_4_k119_6374_10	GH13_31_secFalse	4.099999999999999e-139
81594	SRS414238_4	SRS414238_4_k119_6374_16	GH13_16_secFalse	2.4999999999999996e-144
81595	SRS414238_4	SRS414238_4_k119_6374_63	GH1_secFalse	7.299999999999997e-168
81596	SRS414238_4	SRS414238_4_k119_6374_64	GH109_secFalse	4.8999999999999996e-20
81597	SRS414238_4	SRS414238_4_k119_6409_44	GH23_secFalse	1.5e-21
81599	SRS414238_4	SRS414238_4_k119_6489_24	GH3_secFalse	1.6e-51
81601	SRS414238_4	SRS414238_4_k119_714_166	GH43_10_secFalse	2.0999999999999996e-102
81602	SRS414238_4	SRS414238_4_k119_714_166	CBM91_secFalse	2.1e-17
81605	SRS414238_4	SRS414238_4_k119_714_78	CBM91_secFalse	3.1e-44
81606	SRS414238_4	SRS414238_4_k119_714_78	GH43_11_secFalse	8.899999999999998e-133
81607	SRS414238_4	SRS414238_4_k119_714_92	GH63_secTrue	1.3999999999999994e-253
81608	SRS414238_4	SRS414238_4_k119_714_97	GH2_secFalse	1.5999999999999995e-210
81609	SRS414238_4	SRS414238_4_k119_715_2	GH23_secFalse	1.6999999999999997e-23
81610	SRS414238_4	SRS414238_4_k119_715_55	GH4_secFalse	3.999999999999999e-71
81612	SRS414238_4	SRS414238_4_k119_776_17	GH19_secFalse	3.6999999999999997e-75
81613	SRS414238_4	SRS414238_4_k119_776_17	CBM73_secFalse	4.6e-20
81614	SRS414238_4	SRS414238_4_k119_776_21	GT19_secFalse	1.9999999999999995e-141
81615	SRS414238_4	SRS414238_4_k119_776_54	GT51_secFalse	5.5e-56
81616	SRS414238_4	SRS414238_4_k119_776_57	GH13_13_secFalse	1.1999999999999997e-143
81617	SRS414238_4	SRS414238_4_k119_776_57	CBM41_secFalse	2.6000000000000004e-18
81620	SRS414238_4	SRS414238_4_k119_897_133	GH23_secTrue	2.4e-31
81621	SRS414238_4	SRS414238_4_k119_897_159	GH108_secFalse	1.1999999999999998e-27
81623	SRS414238_4	SRS414238_4_k119_913_17	GH4_secFalse	3.199999999999999e-70
81624	SRS414238_4	SRS414238_4_k119_938_7	GT9_secFalse	7.099999999999999e-29
